GROUP_DESCRIPTION	ANIMAL	ANIMAL_ID	PRETREATMENT_CPD_ID	PRETREATMENT_BATCH_ID	PRETREATMENT_DOSING_INFO	PRETREATMENT_DOSE	PRETREATMENT_ROUTE_OF_ADMINSTRATION	BACTERIAL_STRAIN_NAME	BACTERIAL_STRAIN_DOSE	INFECTION_ROUTE	CPD_ID	BATCH_ID	EXT_CPD_ID	EXT_BATCH_ID	DOSING_INFO	FREQUENCY	DOSE	TDD	ROUTE_OF_ADMINISTRATION	COMMENT	STUDYID	STUDY_TYPE	EXPID	SITE	PROJECT_LICENCE_NUMBER	STUDY_START_DATE	STUDY_PROTOCOL_NAME	PROVENANCE	SPECIES_NAME	ANIMAL_STRAIN	ANIMAL_SEX	ANIMAL_AGE_RANGE	ANIMAL_BODYWEIGHT_MEAN	ANIMAL_BODYWEIGHT_RANGE	ANIMAL_VENDOR	HOUSING_CAGE_NO_ANIMALS	HOUSING_CAGE_SIZE	HOUSING_FOOD	HOUSING_FOOD_RESTRICTED	HOUSING_FOOD_SUPPLEMENT	HOUSING_LIGHT_DARK_CYCLE	EXPERIMENT_TYPE	BIOMATERIAL	EXPERIMENT_DATE	PROTOCOL_NAME	PLANNED_RELATIVE_TIMEPOINT	RELATIVE_TIMEPOINT	RESULT_TYPE	STATISTICAL_METHOD	RESULT_OPERATOR	RESULT_VALUE	RESULT_UNIT	CONTROL_GROUP	RESULT_STATUS	COMMENTS	CHECK	CHECK.1	Experiment	BIOMATERIAL_annotation	BACTERIAL_STRAIN_NAME_annotation	EXPERIMENT_TYPE_annotation	RESULT_UNIT_annotation	ROUTE_OF_ADMINISTRATION_annotation	INFECTION_ROUTE_annotation	PRETREATMENT_ROUTE_OF_ADMINSTRATION_annotation	ANIMAL_SEX_annotation	SPECIES_NAME_annotation	STATISTICAL_METHOD_annotation	STUDY_TYPE_annotation
Treated-04	12	12	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	11	44	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.8264765249806	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-04	12	12	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	6	11	44	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.99622760600526	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-05	13	13	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	2.75	5.5	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.84616454063307	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-05	13	13	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	2.75	5.5	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.87249347935542	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-05	14	14	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	2.75	5.5	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.81813581703283	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-05	14	14	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	2.75	5.5	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.89731706308045	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-05	15	15	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	2.75	5.5	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.92079815892998	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-05	15	15	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	2.75	5.5	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.84616454063307	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-06	16	16	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	5.5	11	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.42737439298792	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-06	16	16	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	5.5	11	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.81813581703283	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-06	17	17	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	5.5	11	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.31414241591287	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-06	17	17	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	5.5	11	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.45495791462	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-06	18	18	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	5.5	11	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.52285815025794	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-06	18	18	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	5.5	11	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.24410454930511	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-07	19	19	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	11	22	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.02225579968875	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-07	19	19	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	11	22	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.13340625181142	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-07	20	20	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	11	22	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.28549723446334	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-07	20	20	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	11	22	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.29525707175249	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-07	21	21	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	11	22	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.07340832213614	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-07	21	21	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	11	22	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.38240724747139	No unit	InfectionControl	V (valid)	right thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-08	22	22	Cyclophosphaminde		repeated dose	150 (-96h)/ 100 (-24h)	i.p.	K. pneumoniae ATCC 43816	2333333.33333334	i.m.	NOSO-502	NOSO-0159-001A-119	NOSO-502		repeated dose	12	22	44	s.c.		3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2021-04-20 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	1.50536741809761	No unit	InfectionControl	V (valid)	left thigh CFU			ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}				{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}			{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
